,device_name,end_time,gpu_name,model_name,n_sim,n_ts,sim_time,simulator
0,mule,100,GeForce GTX 1080,pysb.examples.kinase_cascade,128,101,22.435628891,stochkit_eight_cpu_ssa
1,mule,100,GeForce GTX 1080,pysb.examples.kinase_cascade,256,101,38.6586289406,stochkit_eight_cpu_ssa
2,mule,100,GeForce GTX 1080,pysb.examples.kinase_cascade,512,101,70.5212221146,stochkit_eight_cpu_ssa
3,mule,100,GeForce GTX 1080,pysb.examples.kinase_cascade,1024,101,134.390115023,stochkit_eight_cpu_ssa
4,mule,100,GeForce GTX 1080,pysb.examples.kinase_cascade,2048,101,260.769972086,stochkit_eight_cpu_ssa
5,mule,100,GeForce GTX 1080,pysb.examples.kinase_cascade,4096,101,516.060617208,stochkit_eight_cpu_ssa
6,mule,100,GeForce GTX 1080,pysb.examples.kinase_cascade,8192,101,1015.15965199,stochkit_eight_cpu_ssa
7,mule,100,GeForce GTX 1080,pysb.examples.kinase_cascade,16384,101,2252.9297719,stochkit_eight_cpu_ssa
