,model_name,device_name,n_ts,end_time,n_sim,simulator,gpu_name,total_time,sim_time,opencl_args
0,pysb.examples.schloegl,rage,101,100,128,cl_nvidia,TeslaV100-SXM2-32GB,0.3151359558105469,0.047749996185302734,"0:0,1,2"
1,pysb.examples.schloegl,rage,101,100,256,cl_nvidia,TeslaV100-SXM2-32GB,0.7002291679382324,0.4347250461578369,"0:0,1,2"
2,pysb.examples.schloegl,rage,101,100,512,cl_nvidia,TeslaV100-SXM2-32GB,0.32631826400756836,0.05301070213317871,"0:0,1,2"
3,pysb.examples.schloegl,rage,101,100,1024,cl_nvidia,TeslaV100-SXM2-32GB,0.71004319190979,0.4193105697631836,"0:0,1,2"
4,pysb.examples.schloegl,rage,101,100,2048,cl_nvidia,TeslaV100-SXM2-32GB,0.3850407600402832,0.06271696090698242,"0:0,1,2"
5,pysb.examples.schloegl,rage,101,100,4096,cl_nvidia,TeslaV100-SXM2-32GB,0.8248457908630371,0.4363250732421875,"0:0,1,2"
6,pysb.examples.schloegl,rage,101,100,8192,cl_nvidia,TeslaV100-SXM2-32GB,1.0425317287445068,0.4757542610168457,"0:0,1,2"
7,pysb.examples.schloegl,rage,101,100,16384,cl_nvidia,TeslaV100-SXM2-32GB,1.2955119609832764,0.5113410949707031,"0:0,1,2"
8,pysb.examples.schloegl,rage,101,100,32768,cl_nvidia,TeslaV100-SXM2-32GB,1.9701917171478271,0.6191380023956299,"0:0,1,2"
9,pysb.examples.schloegl,rage,101,100,65536,cl_nvidia,TeslaV100-SXM2-32GB,3.3149752616882324,0.860532283782959,"0:0,1,2"
