,device_name,end_time,gpu_name,model_name,n_sim,n_ts,sim_time,simulator,total_time
0,buu,100,RTX2080,pysb.examples.schlogl,128,101,2.7100000000000013,bng,1.8212041854858398
1,buu,100,RTX2080,pysb.examples.schlogl,256,101,5.329999999999976,bng,3.4116995334625244
2,buu,100,RTX2080,pysb.examples.schlogl,512,101,10.819999999999874,bng,6.712242364883423
3,buu,100,RTX2080,pysb.examples.schlogl,1024,101,21.579999999999693,bng,13.360978126525879
4,buu,100,RTX2080,pysb.examples.schlogl,2048,101,43.670000000001124,bng,27.07949185371399
5,buu,100,RTX2080,pysb.examples.schlogl,4096,101,86.83000000000028,bng,54.12750291824341
6,buu,100,RTX2080,pysb.examples.schlogl,8192,101,174.56000000001407,bng,109.55313086509705
7,buu,100,RTX2080,pysb.examples.schlogl,16384,101,348.1599999999667,bng,220.03731322288513
8,buu,100,RTX2080,pysb.examples.schlogl,32768,101,694.7999999996537,bng,452.664345741272
9,buu,100,RTX2080,pysb.examples.schlogl,65536,101,1390.2399999990291,bng,979.021951675415
