,model_name,device_name,n_ts,end_time,n_sim,simulator,gpu_name,total_time,sim_time,opencl_args
0,pysb.examples.michment,rage,101,100,128,cl_nvidia,TeslaV100-SXM2-32GB,0.28726744651794434,0.006336212158203125,"0:0,1,2"
1,pysb.examples.michment,rage,101,100,256,cl_nvidia,TeslaV100-SXM2-32GB,0.288362979888916,0.007570028305053711,"0:0,1,2"
2,pysb.examples.michment,rage,101,100,512,cl_nvidia,TeslaV100-SXM2-32GB,0.30332159996032715,0.009119749069213867,"0:0,1,2"
3,pysb.examples.michment,rage,101,100,1024,cl_nvidia,TeslaV100-SXM2-32GB,0.3355071544647217,0.011221170425415039,"0:0,1,2"
4,pysb.examples.michment,rage,101,100,2048,cl_nvidia,TeslaV100-SXM2-32GB,0.4033980369567871,0.01897144317626953,"0:0,1,2"
5,pysb.examples.michment,rage,101,100,4096,cl_nvidia,TeslaV100-SXM2-32GB,0.5395247936248779,0.03184843063354492,"0:0,1,2"
6,pysb.examples.michment,rage,101,100,8192,cl_nvidia,TeslaV100-SXM2-32GB,0.8261315822601318,0.06113767623901367,"0:0,1,2"
7,pysb.examples.michment,rage,101,100,16384,cl_nvidia,TeslaV100-SXM2-32GB,1.3933970928192139,0.1067056655883789,"0:0,1,2"
8,pysb.examples.michment,rage,101,100,32768,cl_nvidia,TeslaV100-SXM2-32GB,2.4934685230255127,0.21441006660461426,"0:0,1,2"
9,pysb.examples.michment,rage,101,100,65536,cl_nvidia,TeslaV100-SXM2-32GB,4.7489659786224365,0.43119311332702637,"0:0,1,2"
