device_name,end_time,gpu_name,model_name,n_sim,n_ts,sim_time,simulator,total_time
buu,100,RTX2080,pysb.examples.kinase_cascade,128,101,16.038546085357666,gpu_ssa,16.183490991592407
buu,100,RTX2080,pysb.examples.kinase_cascade,128,101,16.031737089157104,gpu_ssa,16.171344995498657
buu,100,RTX2080,pysb.examples.kinase_cascade,256,101,25.65410614013672,gpu_ssa,25.793061017990112
buu,100,RTX2080,pysb.examples.kinase_cascade,32768,101,171.63436698913574,gpu_ssa,174.58624601364136
buu,100,RTX2080,pysb.examples.kinase_cascade,128,101,28.24175214767456,gpu_ssa,28.37143301963806
buu,100,RTX2080,pysb.examples.kinase_cascade,256,101,56.30667018890381,gpu_ssa,56.434284925460815
buu,100,RTX2080,pysb.examples.kinase_cascade,512,101,56.311342000961304,gpu_ssa,56.4847149848938
buu,100,RTX2080,pysb.examples.kinase_cascade,128,101,15.94457745552063,gpu_ssa,16.063592195510864
buu,100,RTX2080,pysb.examples.kinase_cascade,128,101,28.241213083267212,gpu_ssa,29.322320699691772
buu,100,RTX2080,pysb.examples.kinase_cascade,256,101,56.293078899383545,gpu_ssa,56.41611647605896
buu,100,RTX2080,pysb.examples.schlogl,128,101,0.11846804618835449,gpu_ssa,1.2848520278930664
buu,100,RTX2080,pysb.examples.schlogl,256,101,0.5465939044952393,gpu_ssa,0.8953993320465088
buu,100,RTX2080,pysb.examples.schlogl,512,101,0.31241345405578613,gpu_ssa,0.8840048313140869
buu,100,RTX2080,pysb.examples.schlogl,128,101,0.10982513427734375,gpu_ssa,0.5031559467315674
buu,100,RTX2080,pysb.examples.schlogl,256,101,0.21767449378967285,gpu_ssa,1.1246323585510254
buu,100,RTX2080,pysb.examples.schlogl,512,101,0.6745913028717041,gpu_ssa,1.5759601593017578
buu,100,RTX2080,pysb.examples.schlogl,128,101,0.07605600357055664,gpu_ssa,1.6263840198516846
buu,100,RTX2080,pysb.examples.schlogl,256,101,0.10568737983703613,gpu_ssa,0.45488786697387695
buu,100,RTX2080,pysb.examples.schlogl,512,101,0.10987639427185059,gpu_ssa,0.691155195236206
buu,100,RTX2080,pysb.examples.schlogl,128,101,0.07564282417297363,gpu_ssa,0.7024705410003662
buu,100,RTX2080,pysb.examples.schlogl,256,101,0.184800386428833,gpu_ssa,0.5256385803222656
buu,100,RTX2080,pysb.examples.schlogl,512,101,0.2901797294616699,gpu_ssa,1.3765716552734375
buu,100,RTX2080,pysb.examples.kinase_cascade,256,101,12.29259181022644,gpu_ssa,12.433874368667603
buu,100,RTX2080,pysb.examples.kinase_cascade,512,101,12.257916927337646,gpu_ssa,12.402832984924316
buu,100,RTX2080,pysb.examples.kinase_cascade,256,101,12.311400651931763,gpu_ssa,12.449272871017456
buu,100,RTX2080,pysb.examples.kinase_cascade,512,101,12.256074666976929,gpu_ssa,12.43842625617981
buu,100,RTX2080,pysb.examples.kinase_cascade,1024,101,15.44059944152832,gpu_ssa,15.65199613571167
buu,100,RTX2080,pysb.examples.kinase_cascade,2048,101,20.981337070465088,gpu_ssa,21.244067192077637
buu,100,RTX2080,pysb.examples.kinase_cascade,256,101,15.40427017211914,gpu_ssa,15.54886531829834
buu,100,RTX2080,pysb.examples.kinase_cascade,4096,101,41.43389964103699,gpu_ssa,41.84345817565918
buu,100,RTX2080,pysb.examples.kinase_cascade,8192,101,83.16094756126404,gpu_ssa,83.95088934898376
buu,100,RTX2080,pysb.examples.kinase_cascade,16384,101,166.40448760986328,gpu_ssa,167.772474527359
buu,100,RTX2080,pysb.examples.kinase_cascade,256,101,11.304100036621094,gpu_ssa,11.429421663284302
buu,100,RTX2080,pysb.examples.kinase_cascade,512,101,11.237603425979614,gpu_ssa,11.381216287612915
buu,100,RTX2080,pysb.examples.kinase_cascade,1024,101,14.029887914657593,gpu_ssa,14.236374616622925
buu,100,RTX2080,pysb.examples.kinase_cascade,2048,101,17.48175835609436,gpu_ssa,17.734514474868774
buu,100,RTX2080,pysb.examples.kinase_cascade,4096,101,39.88587164878845,gpu_ssa,40.29318189620972
buu,100,RTX2080,pysb.examples.kinase_cascade,8192,101,59.49920606613159,gpu_ssa,60.224753618240356
buu,100,RTX2080,pysb.examples.kinase_cascade,16384,101,113.92731928825378,gpu_ssa,115.30343317985535
buu,100,RTX2080,pysb.examples.kinase_cascade,32768,101,205.79544377326965,gpu_ssa,208.39038610458374
buu,100,RTX2080,pysb.examples.kinase_cascade,65536,101,398.1295471191406,gpu_ssa,403.16069316864014
buu,20000,RTX2080,pysb.examples.earm_1_0,256,101,296.26293325424194,gpu_ssa,297.07637667655945
buu,20000,RTX2080,pysb.examples.earm_1_0,512,101,298.10509181022644,gpu_ssa,298.3040626049042
buu,20000,RTX2080,pysb.examples.earm_1_0,1024,101,331.1161754131317,gpu_ssa,331.39991879463196
buu,20000,RTX2080,pysb.examples.earm_1_0,2048,101,377.1741018295288,gpu_ssa,377.62649512290955
buu,100,RTX2080,pysb.examples.schlogl,256,101,0.45885348320007324,gpu_ssa,5.817916631698608

buu,100,RTX2080,pysb.examples.schlogl,512,101,0.615246057510376,gpu_ssa,1.9062168598175049

buu,100,RTX2080,pysb.examples.schlogl,1024,101,0.5142803192138672,gpu_ssa,1.8298940658569336

buu,100,RTX2080,pysb.examples.schlogl,2048,101,0.5922725200653076,gpu_ssa,1.953329086303711

buu,100,RTX2080,pysb.examples.schlogl,4096,101,0.6993670463562012,gpu_ssa,2.1347901821136475

buu,100,RTX2080,pysb.examples.schlogl,8192,101,0.8951163291931152,gpu_ssa,2.468524932861328

buu,100,RTX2080,pysb.examples.schlogl,16384,101,1.1526596546173096,gpu_ssa,3.015380620956421

buu,100,RTX2080,pysb.examples.schlogl,32768,101,1.818434238433838,gpu_ssa,4.363307952880859

buu,100,RTX2080,pysb.examples.schlogl,65536,101,4.929228067398071,gpu_ssa,8.710778713226318

buu,100,RTX2080,pysb.examples.schlogl,256,101,0.09401559829711914,gpu_ssa,1.56070876121521

buu,100,RTX2080,pysb.examples.schlogl,512,101,0.3461589813232422,gpu_ssa,1.6679489612579346

buu,100,RTX2080,pysb.examples.schlogl,1024,101,0.4139878749847412,gpu_ssa,1.7560138702392578

buu,100,RTX2080,pysb.examples.schlogl,2048,101,0.5791151523590088,gpu_ssa,2.011654853820801

buu,100,RTX2080,pysb.examples.schlogl,4096,101,0.571099042892456,gpu_ssa,2.0352694988250732

buu,100,RTX2080,pysb.examples.schlogl,8192,101,0.6917564868927002,gpu_ssa,2.283348560333252

buu,100,RTX2080,pysb.examples.schlogl,16384,101,0.9259822368621826,gpu_ssa,2.7885594367980957

buu,100,RTX2080,pysb.examples.schlogl,32768,101,1.5119807720184326,gpu_ssa,3.985325574874878

buu,100,RTX2080,pysb.examples.schlogl,65536,101,2.499967336654663,gpu_ssa,6.170367956161499

buu,100,RTX2080,pysb.examples.schlogl,256,101,0.4785139560699463,gpu_ssa,0.6015570163726807
buu,100,RTX2080,pysb.examples.schlogl,512,101,0.4897880554199219,gpu_ssa,0.6060349941253662
buu,100,RTX2080,pysb.examples.schlogl,1024,101,0.5565769672393799,gpu_ssa,0.7002110481262207
buu,100,RTX2080,pysb.examples.schlogl,2048,101,0.4358398914337158,gpu_ssa,0.6261050701141357
buu,100,RTX2080,pysb.examples.schlogl,4096,101,0.558690071105957,gpu_ssa,0.8127329349517822
buu,100,RTX2080,pysb.examples.schlogl,8192,101,0.6821978092193604,gpu_ssa,1.1117820739746094
buu,100,RTX2080,pysb.examples.schlogl,16384,101,1.0335571765899658,gpu_ssa,1.8329319953918457
buu,100,RTX2080,pysb.examples.schlogl,32768,101,1.293839931488037,gpu_ssa,2.739135980606079
buu,100,RTX2080,pysb.examples.schlogl,65536,101,2.3744912147521973,gpu_ssa,5.195739984512329
buu,100,RTX2080,pysb.examples.schlogl,131072,101,4.135223865509033,gpu_ssa,9.66469693183899
buu,100,RTX2080,pysb.examples.schlogl,256,101,0.596297025680542,gpu_ssa,0.7184910774230957
buu,100,RTX2080,pysb.examples.schlogl,512,101,0.06484603881835938,gpu_ssa,0.2025151252746582
buu,100,RTX2080,pysb.examples.schlogl,1024,101,0.3684980869293213,gpu_ssa,0.510545015335083
buu,100,RTX2080,pysb.examples.schlogl,2048,101,0.43337392807006836,gpu_ssa,0.612436056137085
buu,100,RTX2080,pysb.examples.schlogl,4096,101,0.544456958770752,gpu_ssa,0.8091659545898438
buu,100,RTX2080,pysb.examples.schlogl,8192,101,0.6523499488830566,gpu_ssa,1.088073968887329
buu,100,RTX2080,pysb.examples.schlogl,16384,101,0.9681501388549805,gpu_ssa,1.7562198638916016
buu,100,RTX2080,pysb.examples.schlogl,32768,101,1.4404940605163574,gpu_ssa,2.8839058876037598
buu,100,RTX2080,pysb.examples.schlogl,65536,101,2.3559818267822266,gpu_ssa,5.164635181427002
buu,100,RTX2080,pysb.examples.schlogl,131072,101,4.0199079513549805,gpu_ssa,9.555354118347168
buu,100,RTX2080,pysb.examples.michment,256,101,0.006469011306762695,gpu_ssa,1.093278169631958
buu,100,RTX2080,pysb.examples.michment,512,101,0.0061991214752197266,gpu_ssa,0.15823817253112793
buu,100,RTX2080,pysb.examples.michment,1024,101,0.008362054824829102,gpu_ssa,0.18351411819458008
buu,100,RTX2080,pysb.examples.michment,2048,101,0.012852907180786133,gpu_ssa,0.2621750831604004
buu,100,RTX2080,pysb.examples.michment,4096,101,0.02107095718383789,gpu_ssa,0.4170229434967041
buu,100,RTX2080,pysb.examples.michment,8192,101,0.04023003578186035,gpu_ssa,0.7811868190765381
buu,100,RTX2080,pysb.examples.michment,16384,101,0.07863211631774902,gpu_ssa,1.3660550117492676
buu,100,RTX2080,pysb.examples.michment,32768,101,0.15256404876708984,gpu_ssa,2.7014119625091553
buu,100,RTX2080,pysb.examples.michment,65536,101,0.2954418659210205,gpu_ssa,5.241073131561279
buu,100,RTX2080,pysb.examples.michment,131072,101,0.5861861705780029,gpu_ssa,10.468883037567139
buu,100,RTX2080,pysb.examples.kinase_cascade,256,101,12.844807863235474,gpu_ssa,13.95933198928833
buu,100,RTX2080,pysb.examples.kinase_cascade,512,101,12.804225206375122,gpu_ssa,12.963029146194458
buu,100,RTX2080,pysb.examples.kinase_cascade,1024,101,12.812459945678711,gpu_ssa,13.024471998214722
buu,100,RTX2080,pysb.examples.kinase_cascade,2048,101,16.134266138076782,gpu_ssa,16.425173044204712
buu,100,RTX2080,pysb.examples.kinase_cascade,4096,101,21.742658853530884,gpu_ssa,22.196108102798462
buu,100,RTX2080,pysb.examples.kinase_cascade,8192,101,42.83607506752014,gpu_ssa,43.66713500022888
buu,100,RTX2080,pysb.examples.kinase_cascade,16384,101,85.97995805740356,gpu_ssa,87.46495699882507
buu,100,RTX2080,pysb.examples.kinase_cascade,32768,101,171.9767611026764,gpu_ssa,174.82475090026855
buu,100,RTX2080,pysb.examples.kinase_cascade,65536,101,336.86561012268066,gpu_ssa,342.48198413848877
buu,100,RTX2080,pysb.examples.kinase_cascade,131072,101,659.1170601844788,gpu_ssa,670.2602849006653
buu,20000,RTX2080,pysb.examples.earm_1_0,256,101,507.3038580417633,gpu_ssa,507.5656599998474
buu,20000,RTX2080,pysb.examples.earm_1_0,512,101,525.3575730323792,gpu_ssa,525.5658428668976
buu,20000,RTX2080,pysb.examples.earm_1_0,1024,101,536.6455819606781,gpu_ssa,536.9415130615234
buu,20000,RTX2080,pysb.examples.earm_1_0,2048,101,629.5662400722504,gpu_ssa,630.042270898819
buu,20000,RTX2080,pysb.examples.earm_1_0,4096,101,802.3952388763428,gpu_ssa,803.2892200946808
buu,20000,RTX2080,pysb.examples.earm_1_0,8192,101,1487.3690509796143,gpu_ssa,1488.93110704422
buu,20000,RTX2080,pysb.examples.earm_1_0,16384,101,3886.2823479175568,gpu_ssa,3889.3443191051483
buu,20000,RTX2080,pysb.examples.earm_1_0,32768,101,5822.877748012543,gpu_ssa,5828.846451044083
buu,20000,RTX2080,pysb.examples.earm_1_0,65536,101,11544.345550060272,gpu_ssa,11556.259639024734
buu,20000,RTX2080,pysb.examples.earm_1_0,131072,101,22155.191468000412,gpu_ssa,22178.73152089119
buu,20000,RTX2080,pysb.examples.ras_camp_pka,256,101,453.7119529247284,gpu_ssa,455.0164270401001
buu,20000,RTX2080,pysb.examples.ras_camp_pka,512,101,454.59992504119873,gpu_ssa,454.9600319862366
buu,20000,RTX2080,pysb.examples.ras_camp_pka,1024,101,454.3960530757904,gpu_ssa,454.97566199302673
buu,20000,RTX2080,pysb.examples.ras_camp_pka,2048,101,580.4266178607941,gpu_ssa,581.4926209449768
buu,20000,RTX2080,pysb.examples.ras_camp_pka,4096,101,766.5639870166779,gpu_ssa,768.5007920265198
buu,20000,RTX2080,pysb.examples.ras_camp_pka,8192,101,1499.526839017868,gpu_ssa,1503.250815153122
buu,100,RTX2080,pysb.examples.schlogl,256,101,0.11265730857849121,gpu_ssa,2.6576035022735596
buu,100,RTX2080,pysb.examples.schlogl,128,101,0.09264636039733887,gpu_ssa,1.40952467918396
buu,100,RTX2080,pysb.examples.schlogl,256,101,0.4117271900177002,gpu_ssa,1.7156949043273926
buu,100,RTX2080,pysb.examples.schlogl,512,101,0.3182849884033203,gpu_ssa,1.6432418823242188
buu,100,RTX2080,pysb.examples.schlogl,1024,101,0.5111901760101318,gpu_ssa,1.8782966136932373
buu,100,RTX2080,pysb.examples.schlogl,2048,101,0.5595247745513916,gpu_ssa,1.9770212173461914
buu,100,RTX2080,pysb.examples.schlogl,4096,101,0.49027180671691895,gpu_ssa,1.9436399936676025
buu,100,RTX2080,pysb.examples.schlogl,8192,101,0.7221388816833496,gpu_ssa,2.3672866821289062
buu,100,RTX2080,pysb.examples.schlogl,16384,101,0.9463651180267334,gpu_ssa,2.8620331287384033
buu,100,RTX2080,pysb.examples.schlogl,32768,101,2.0237293243408203,gpu_ssa,4.578333854675293
buu,100,RTX2080,pysb.examples.schlogl,65536,101,3.309645652770996,gpu_ssa,7.15249228477478
buu,100,RTX2080,pysb.examples.schlogl,131072,101,6.722848653793335,gpu_ssa,13.017257928848267
buu,100,RTX2080,pysb.examples.michment,128,101,0.0050127506256103516,gpu_ssa,1.3285443782806396
buu,100,RTX2080,pysb.examples.schlogl,128,101,0.09304475784301758,gpu_ssa,1.6375949382781982
buu,100,RTX2080,pysb.examples.schlogl,256,101,0.08102560043334961,gpu_ssa,1.3887338638305664
buu,100,RTX2080,pysb.examples.schlogl,512,101,0.08600592613220215,gpu_ssa,1.4353771209716797
buu,100,RTX2080,pysb.examples.schlogl,1024,101,0.5958633422851562,gpu_ssa,1.9233779907226562
buu,100,RTX2080,pysb.examples.schlogl,2048,101,0.5086171627044678,gpu_ssa,1.9356944561004639
buu,100,RTX2080,pysb.examples.schlogl,4096,101,0.5978538990020752,gpu_ssa,2.04659104347229
buu,100,RTX2080,pysb.examples.schlogl,8192,101,0.7430474758148193,gpu_ssa,2.3649544715881348
buu,100,RTX2080,pysb.examples.schlogl,16384,101,0.9703807830810547,gpu_ssa,2.895007610321045
buu,100,RTX2080,pysb.examples.schlogl,32768,101,1.8835275173187256,gpu_ssa,4.3956451416015625
buu,100,RTX2080,pysb.examples.schlogl,65536,101,3.332092046737671,gpu_ssa,7.085831642150879
buu,100,RTX2080,pysb.examples.schlogl,131072,101,6.5396504402160645,gpu_ssa,12.770074605941772
buu,100,RTX2080,pysb.examples.michment,128,101,0.005003929138183594,gpu_ssa,1.3316280841827393
buu,100,RTX2080,pysb.examples.michment,256,101,0.006003856658935547,gpu_ssa,1.3780546188354492
buu,100,RTX2080,pysb.examples.michment,512,101,0.0070056915283203125,gpu_ssa,1.3754653930664062
buu,100,RTX2080,pysb.examples.michment,1024,101,0.010007619857788086,gpu_ssa,1.3950049877166748
buu,100,RTX2080,pysb.examples.michment,2048,101,0.0160214900970459,gpu_ssa,1.4559154510498047
buu,100,RTX2080,pysb.examples.michment,4096,101,0.030016183853149414,gpu_ssa,1.5821022987365723
buu,100,RTX2080,pysb.examples.michment,8192,101,0.05762171745300293,gpu_ssa,1.9265170097351074
buu,100,RTX2080,pysb.examples.michment,16384,101,0.11371636390686035,gpu_ssa,2.6285176277160645
buu,100,RTX2080,pysb.examples.michment,32768,101,0.22059035301208496,gpu_ssa,3.8816680908203125
buu,100,RTX2080,pysb.examples.michment,65536,101,0.43892526626586914,gpu_ssa,6.432323932647705
buu,100,RTX2080,pysb.examples.michment,131072,101,0.8733201026916504,gpu_ssa,11.749720335006714
buu,20000,RTX2080,pysb.examples.earm_1_0,128,101,1302.7021315097809,bng,1302.7021315097809
buu,20000,RTX2080,pysb.examples.earm_1_0,256,101,2514.4207084178925,bng,2514.4207084178925
buu,20000,RTX2080,pysb.examples.earm_1_0,512,101,4999.065619468689,bng,4999.065619468689
buu,20000,RTX2080,pysb.examples.earm_1_0,1024,101,10138.92761874199,bng,10138.92761874199
buu,20000,RTX2080,pysb.examples.earm_1_0,2048,101,19917.286264657974,bng,19917.286264657974
buu,20000,RTX2080,pysb.examples.ras_camp_pka,128,101,6045.026640415192,bng,6045.026640415192
buu,20000,RTX2080,pysb.examples.ras_camp_pka,256,101,11904.926357507706,bng,11904.926357507706
desktop-5v8h22a,100,RTX2080,pysb.examples.schlogl,128,3,12.395630359649658,bng,12.395630359649658
desktop-5v8h22a,100,RTX2080,pysb.examples.schlogl,128,3,13.248720645904541,bng,13.248720645904541
desktop-5v8h22a,100,RTX2080,pysb.examples.schlogl,256,3,27.062202215194702,bng,27.062202215194702

picollo,100,GTX1060,pysb.examples.schlogl,128,101,0.12267875671386719,gpu_ssa,2.2330877780914307
picollo,100,GTX1060,pysb.examples.schlogl,256,101,0.36095762252807617,gpu_ssa,2.2555453777313232
picollo,100,GTX1060,pysb.examples.schlogl,512,101,0.0962672233581543,gpu_ssa,2.0138514041900635
picollo,100,GTX1060,pysb.examples.schlogl,1024,101,0.4968295097351074,gpu_ssa,2.4658098220825195
picollo,100,GTX1060,pysb.examples.schlogl,2048,101,0.6592776775360107,gpu_ssa,2.663907527923584
picollo,100,GTX1060,pysb.examples.schlogl,4096,101,0.8367519378662109,gpu_ssa,2.8984594345092773
picollo,100,GTX1060,pysb.examples.schlogl,8192,101,1.0700204372406006,gpu_ssa,3.4047789573669434
picollo,100,GTX1060,pysb.examples.schlogl,16384,101,1.9195427894592285,gpu_ssa,4.624065399169922
picollo,100,GTX1060,pysb.examples.schlogl,32768,101,3.70420241355896,gpu_ssa,7.0627782344818115
picollo,100,GTX1060,pysb.examples.schlogl,65536,101,7.423725366592407,gpu_ssa,12.13041639328003
picollo,100,GTX1060,pysb.examples.michment,128,101,0.00498652458190918,gpu_ssa,5.365601301193237
picollo,100,GTX1060,pysb.examples.michment,256,101,0.0050182342529296875,gpu_ssa,1.8773374557495117
picollo,100,GTX1060,pysb.examples.michment,512,101,0.005951404571533203,gpu_ssa,1.95277738571167
picollo,100,GTX1060,pysb.examples.michment,1024,101,0.009016036987304688,gpu_ssa,2.0125820636749268
picollo,100,GTX1060,pysb.examples.michment,2048,101,0.016988039016723633,gpu_ssa,2.1114513874053955
picollo,100,GTX1060,pysb.examples.michment,4096,101,0.031908273696899414,gpu_ssa,2.301182508468628
picollo,100,GTX1060,pysb.examples.michment,8192,101,0.06384849548339844,gpu_ssa,2.6843738555908203
picollo,100,GTX1060,pysb.examples.michment,16384,101,0.12964701652526855,gpu_ssa,3.599121332168579
picollo,100,GTX1060,pysb.examples.michment,32768,101,0.26723790168762207,gpu_ssa,5.306701421737671
picollo,100,GTX1060,pysb.examples.michment,65536,101,0.5884273052215576,gpu_ssa,9.485610723495483
picollo,100,GTX1060,pysb.examples.kinase_cascade,128,101,17.169466972351074,gpu_ssa,22.34446930885315
picollo,100,GTX1060,pysb.examples.kinase_cascade,256,101,14.425833463668823,gpu_ssa,16.681405782699585
picollo,100,GTX1060,pysb.examples.kinase_cascade,512,101,17.21300959587097,gpu_ssa,19.52326726913452
picollo,100,GTX1060,pysb.examples.schlogl,128,101,4.989999999999991,bng,11.391812562942505
picollo,100,GTX1060,pysb.examples.schlogl,256,101,9.809999999999997,bng,22.651432991027832
picollo,100,GTX1060,pysb.examples.schlogl,512,101,20.610000000000095,bng,45.49779534339905
picollo,100,GTX1060,pysb.examples.schlogl,1024,101,41.71000000000006,bng,90.2083888053894
picollo,100,GTX1060,pysb.examples.schlogl,2048,101,81.0799999999994,bng,179.56896877288818
