,device_name,end_time,gpu_name,model_name,n_sim,n_ts,sim_time,simulator,total_time
,buu,20000,RTX2080,pysb.examples.earm_1_0,128,101,1302.7021315097809,bng,1302.7021315097809
,buu,20000,RTX2080,pysb.examples.earm_1_0,256,101,2514.4207084178925,bng,2514.4207084178925
,buu,20000,RTX2080,pysb.examples.earm_1_0,512,101,4999.065619468689,bng,4999.065619468689
,buu,20000,RTX2080,pysb.examples.earm_1_0,1024,101,10138.92761874199,bng,10138.92761874199
,buu,20000,RTX2080,pysb.examples.earm_1_0,2048,101,19917.286264657974,bng,19917.286264657974
,buu,20000,RTX2080,pysb.examples.earm_1_0,4096,101,39801.36555933952,bng,39801.36555933952
