,model_name,device_name,n_ts,end_time,n_sim,simulator,gpu_name,total_time,sim_time,opencl_args
0,pysb.examples.earm_1_0,rage,101,20000,128,cl_nvidia,TeslaV100-SXM2-32GB,226.3684799671173,225.97090435028076,"0:0,1,2"
1,pysb.examples.earm_1_0,rage,101,20000,256,cl_nvidia,TeslaV100-SXM2-32GB,227.8109588623047,227.44052863121033,"0:0,1,2"
2,pysb.examples.earm_1_0,rage,101,20000,512,cl_nvidia,TeslaV100-SXM2-32GB,238.1653265953064,237.7347023487091,"0:0,1,2"
3,pysb.examples.earm_1_0,rage,101,20000,1024,cl_nvidia,TeslaV100-SXM2-32GB,243.8299844264984,243.28336095809937,"0:0,1,2"
4,pysb.examples.earm_1_0,rage,101,20000,2048,cl_nvidia,TeslaV100-SXM2-32GB,233.48530507087708,232.71658396720886,"0:0,1,2"
5,pysb.examples.earm_1_0,rage,101,20000,4096,cl_nvidia,TeslaV100-SXM2-32GB,237.94432377815247,236.72405648231506,"0:0,1,2"
6,pysb.examples.earm_1_0,rage,101,20000,8192,cl_nvidia,TeslaV100-SXM2-32GB,257.4506766796112,255.2722682952881,"0:0,1,2"
7,pysb.examples.earm_1_0,rage,101,20000,16384,cl_nvidia,TeslaV100-SXM2-32GB,283.6357877254486,279.64921975135803,"0:0,1,2"
8,pysb.examples.earm_1_0,rage,101,20000,32768,cl_nvidia,TeslaV100-SXM2-32GB,450.2479205131531,442.5378804206848,"0:0,1,2"
9,pysb.examples.earm_1_0,rage,101,20000,65536,cl_nvidia,TeslaV100-SXM2-32GB,1192.1251316070557,1176.9862537384033,"0:0,1,2"
