,model_name,device_name,n_ts,end_time,n_sim,simulator,gpu_name,total_time,sim_time,opencl_args
0,pysb.examples.earm_1_0,rage,101,20000,128,cl_nvidia,TeslaV100-SXM2-32GB,226.57294154167175,226.09203815460205,"0:0,1,2,3"
1,pysb.examples.earm_1_0,rage,101,20000,256,cl_nvidia,TeslaV100-SXM2-32GB,239.4497845172882,238.9880599975586,"0:0,1,2,3"
2,pysb.examples.earm_1_0,rage,101,20000,512,cl_nvidia,TeslaV100-SXM2-32GB,235.933856010437,235.4063630104065,"0:0,1,2,3"
3,pysb.examples.earm_1_0,rage,101,20000,1024,cl_nvidia,TeslaV100-SXM2-32GB,239.71216535568237,239.07439851760864,"0:0,1,2,3"
4,pysb.examples.earm_1_0,rage,101,20000,2048,cl_nvidia,TeslaV100-SXM2-32GB,233.46485710144043,232.60419702529907,"0:0,1,2,3"
5,pysb.examples.earm_1_0,rage,101,20000,4096,cl_nvidia,TeslaV100-SXM2-32GB,239.56521654129028,238.2441475391388,"0:0,1,2,3"
6,pysb.examples.earm_1_0,rage,101,20000,8192,cl_nvidia,TeslaV100-SXM2-32GB,243.0723979473114,240.79584574699402,"0:0,1,2,3"
7,pysb.examples.earm_1_0,rage,101,20000,16384,cl_nvidia,TeslaV100-SXM2-32GB,281.5416955947876,277.4932997226715,"0:0,1,2,3"
8,pysb.examples.earm_1_0,rage,101,20000,32768,cl_nvidia,TeslaV100-SXM2-32GB,351.35465025901794,343.545615196228,"0:0,1,2,3"
9,pysb.examples.earm_1_0,rage,101,20000,65536,cl_nvidia,TeslaV100-SXM2-32GB,1050.3832845687866,1035.1211886405945,"0:0,1,2,3"
