,model_name,device_name,n_ts,end_time,n_sim,simulator,gpu_name,total_time,sim_time,opencl_args
0,pysb.examples.schloegl,rage,101,100,128,cl_nvidia,TeslaV100-SXM2-32GB,0.41631269454956055,0.04860949516296387,"0:0,1,2,3"
1,pysb.examples.schloegl,rage,101,100,256,cl_nvidia,TeslaV100-SXM2-32GB,0.561772346496582,0.19533181190490723,"0:0,1,2,3"
2,pysb.examples.schloegl,rage,101,100,512,cl_nvidia,TeslaV100-SXM2-32GB,0.5491023063659668,0.1735372543334961,"0:0,1,2,3"
3,pysb.examples.schloegl,rage,101,100,1024,cl_nvidia,TeslaV100-SXM2-32GB,0.44979095458984375,0.0513758659362793,"0:0,1,2,3"
4,pysb.examples.schloegl,rage,101,100,2048,cl_nvidia,TeslaV100-SXM2-32GB,0.7181839942932129,0.2875244617462158,"0:0,1,2,3"
5,pysb.examples.schloegl,rage,101,100,4096,cl_nvidia,TeslaV100-SXM2-32GB,0.9506187438964844,0.44936466217041016,"0:0,1,2,3"
6,pysb.examples.schloegl,rage,101,100,8192,cl_nvidia,TeslaV100-SXM2-32GB,1.075592279434204,0.45502352714538574,"0:0,1,2,3"
7,pysb.examples.schloegl,rage,101,100,16384,cl_nvidia,TeslaV100-SXM2-32GB,1.332080364227295,0.41066765785217285,"0:0,1,2,3"
8,pysb.examples.schloegl,rage,101,100,32768,cl_nvidia,TeslaV100-SXM2-32GB,2.105658531188965,0.6524615287780762,"0:0,1,2,3"
9,pysb.examples.schloegl,rage,101,100,65536,cl_nvidia,TeslaV100-SXM2-32GB,3.517606496810913,0.9460597038269043,"0:0,1,2,3"
