,model_name,device_name,n_ts,end_time,n_sim,simulator,gpu_name,total_time,sim_time,opencl_args
0,pysb.examples.michment,rage,101,100,128,cl_nvidia,TeslaV100-SXM2-32GB,0.19030475616455078,0.0065155029296875,"0:0,1"
1,pysb.examples.michment,rage,101,100,256,cl_nvidia,TeslaV100-SXM2-32GB,0.1932523250579834,0.00642848014831543,"0:0,1"
2,pysb.examples.michment,rage,101,100,512,cl_nvidia,TeslaV100-SXM2-32GB,0.2094402313232422,0.007404804229736328,"0:0,1"
3,pysb.examples.michment,rage,101,100,1024,cl_nvidia,TeslaV100-SXM2-32GB,0.24230074882507324,0.010129451751708984,"0:0,1"
4,pysb.examples.michment,rage,101,100,2048,cl_nvidia,TeslaV100-SXM2-32GB,0.30847883224487305,0.015226364135742188,"0:0,1"
5,pysb.examples.michment,rage,101,100,4096,cl_nvidia,TeslaV100-SXM2-32GB,0.4387836456298828,0.025309085845947266,"0:0,1"
6,pysb.examples.michment,rage,101,100,8192,cl_nvidia,TeslaV100-SXM2-32GB,0.6962499618530273,0.04204821586608887,"0:0,1"
7,pysb.examples.michment,rage,101,100,16384,cl_nvidia,TeslaV100-SXM2-32GB,1.285417079925537,0.08413434028625488,"0:0,1"
8,pysb.examples.michment,rage,101,100,32768,cl_nvidia,TeslaV100-SXM2-32GB,2.3466873168945312,0.15383267402648926,"0:0,1"
9,pysb.examples.michment,rage,101,100,65536,cl_nvidia,TeslaV100-SXM2-32GB,4.541089296340942,0.3240809440612793,"0:0,1"
