,model_name,device_name,n_ts,end_time,n_sim,simulator,gpu_name,total_time,sim_time,opencl_args
0,pysb.examples.earm_1_0,rage,101,20000,128,cl_nvidia,TeslaV100-SXM2-32GB,234.44341778755188,234.2436158657074,0:0
1,pysb.examples.earm_1_0,rage,101,20000,256,cl_nvidia,TeslaV100-SXM2-32GB,241.09910941123962,240.903977394104,0:0
2,pysb.examples.earm_1_0,rage,101,20000,512,cl_nvidia,TeslaV100-SXM2-32GB,244.12391805648804,243.83180856704712,0:0
3,pysb.examples.earm_1_0,rage,101,20000,1024,cl_nvidia,TeslaV100-SXM2-32GB,234.18970394134521,233.82618284225464,0:0
4,pysb.examples.earm_1_0,rage,101,20000,2048,cl_nvidia,TeslaV100-SXM2-32GB,240.3098554611206,239.71825766563416,0:0
5,pysb.examples.earm_1_0,rage,101,20000,4096,cl_nvidia,TeslaV100-SXM2-32GB,271.3146789073944,270.2673418521881,0:0
6,pysb.examples.earm_1_0,rage,101,20000,8192,cl_nvidia,TeslaV100-SXM2-32GB,343.5948631763458,341.5927629470825,0:0
7,pysb.examples.earm_1_0,rage,101,20000,16384,cl_nvidia,TeslaV100-SXM2-32GB,1029.6812527179718,1025.856793165207,0:0
8,pysb.examples.earm_1_0,rage,101,20000,32768,cl_nvidia,TeslaV100-SXM2-32GB,1887.3945076465607,1879.8165736198425,0:0
9,pysb.examples.earm_1_0,rage,101,20000,65536,cl_nvidia,TeslaV100-SXM2-32GB,3490.6256244182587,3475.397767305374,0:0
